id,Translation
4352,lateral
4353,Tejido eréctil
4354,"semi-escalada,"
4355,semierecta
4356,"semi-erguido,"
4357,STAND - UP (producto)
4358,no erecto
4359,"yacente, decumbente, accumbente,"
4360,posición corporal no reclinada
4361,"estancado, muerto,"
4362,todavía
4363,Hospitalidad
4364,"amable, genial,"
4365,inhóspito
4366,"austero, desolado, desolado, estéril, desnudo,"
4367,"antipático, antipático, hostil,"
4368,Hospitalidad
4369,Acogedora
4370,inhóspito
4371,hostil
4372,"antipático, antipático, antagónico,"
4373,"de pique,"
4374,amarga
4375,sucio
4376,frontal
4377,ill
4378,"oponente, oponente,"
4379,"antipático, hostil,"
4380,amigable
4381,"bien dispuesto, amable, favorable,"
4382,"bien intencionado, inofensivo,"
4383,"ferviente, ferviente,"
4384,"ígneo, ardiente,"
4385,calentable
4386,"het up, het, calentado, calentado,"
4387,hottish
4388,acalorado
4389,"bochornoso, sulfuroso, sulfuroso, sofocante,"
4390,"sofocante, sofocante,"
4391,tórrido
4392,"tropical, trópico,"
4393,frío
4394,"un resfriado,"
4395,"polar, helado, glacial, gélido, frígido, ártico,"
4396,"crudo, cortante, desolado,"
4397,"parky, frío,"
4398,"ágil, nippy, pellizcando, helado, crujiente,"
4399,frigorífico
4400,"frore,"
4401,"rimy, bordeado, helado,"
4402,helado - sensación
4403,"refrigerante, refrigerante,"
4404,Destemplado
4405,Piedra Helada
4406,"sin calentar, sin calentar,"
4407,"floración de primavera, floración de primavera, floración tardía de primavera, floración temprana, floración temprana,"
4408,"estival, festival,"
4409,"Floración tardía, floración tardía, floración de otoño, floración de otoño, floración de otoño, floración de otoño,"
4410,"floración invernal, floración invernal,"
4411,Popular
4412,"llameante, ardiente,"
4413,calentado
4414,"chisporroteando, al rojo vivo,"
4415,"bochornoso, sensual,"
4416,tórrido
4417,"blanco caliente,"
4418,frío
4419,"sin pasión, sin emociones,"
4420,"Invernal, helado, glacial, helado, helado, frígido,"
4421,"humano, antropomorfo, antropomórfico,"
4422,hominal
4423,"homínido, hominiano,"
4424,"no humano,"
4425,"simiesco, antropoide, antropoide,"
4426,pálido
4427,"inhumano, deshumanizado, deshumanizado,"
4428,inhumano
4429,sobrehumano
4430,"divino, divino,"
4431,"poderoso, hercúleo,"
4432,"infrahumano,"
4433,Humanidad
4434,"humanista, humanista, humanista, centrado en el ser humano, centrado en el ser humano,"
4435,inhumano
4436,"vicioso, salvaje, pisoteado, caído, cruel, brutal, bárbaro,"
4437,"brutal, brutal, bestial, bestial,"
4438,"caníbal,"
4439,"insensato, inhumano, de sangre fría, frío,"
4440,"cruel, despiadado,"
4441,"chistoso, chistoso,"
4442,"irónico, bromista, bromeando,"
4443,"chiflado, payaso, payaso, bufón,"
4444,"risible, alegre, risible, gracioso, cómico, cómico, divertido,"
4445,"gracioso,"
4446,"irónico, irónico, seco,"
4447,"ridículo, ridículo, ridículo,"
4448,"gilbertian,"
4449,"bullicioso, gritando, hilarante,"
4450,"bromeando, jocoso, jocosa, bromeando,"
4451,"dividir, matar,"
4452,"seriocomic, seriocomic,"
4453,Slapstick
4454,"tragicómico, tragicómico,"
4455,"chacotero,"
4456,ingenioso
4457,"sin humor, sin humor, sin humor,"
4458,sobrio
4459,cara de po
4460,poco gracioso
4461,famélico
4462,"vientre vacío, vacío,"
4463,"hambrientos, afilados, hambrientos, hambrientos, esurient,"
4464,sediento
4465,"rápido, volando, rápido,"
4466,"precipitado, precipitado,"
4467,"precipitado, precipitado, precipitante, precipitado, precipitado,"
4468,"pell-mell, desordenado,"
4469,sin prisas
4470,"medido, deliberado, cuidadoso,"
4471,"pausado, tolerante, fácil,"
4472,identificable
4473,"reconocible,"
4474,diagnosticable
4475,"especificable,"
4476,no identificable
4477,evasivo
4478,intangible
4479,"inclasificable,"
4480,no diagnosticable
4481,"irreconocible, irreconocible,"
4482,"transitorio, transeunt,"
4483,alterado
4484,anósmico
4485,Partido
4486,"dicky, dickey,"
4487,"debilitado, viciado, disminuido, disminuido,"
4488,"disléxico, disléxico,"
4489,intacto
4490,"de importancia, importante,"
4491,"de la esencia, esencial, crucial, todo importante, sumamente importante,"
4492,alfa
4493,Βeta
4494,"sexo,"
4495,quemando.
4496,"principal, principal, maestro, principal, jefe,"
4497,"accidentado, consecuente,"
4498,"copernicano,"
4499,distinguido
4500,TOTAL GENERAL
4501,"pesado, pesado, doloroso, grave,"
4502,"sobresaliente, genial,"
4503,histórico
4504,mensurable
4505,¿El más valioso?
4506,grave
4507,estratégico
4508,poco importante
4509,"inconsecuente, inconsecuente,"
4510,"indiferente, inmaterial,"
4511,"trivial, piffling, piddling, picayune, mezquino, quejumbroso, pequeño, liliputiense, footling, violín,"
4512,Liviana.
4513,"de poca monta, de cinco y diez centavos,"
4514,¿bacinica?
4515,mañana.
4516,"asombroso, espantoso, asombroso, asombroso, asombroso,"
4517,"estupefacto, asombroso, asombroso, asombroso,"
4518,"majestuoso, noble, imponente, baronial,"
4519,"fulgurante, fulgurante, deslumbrante, deslumbrante,"
4520,"impactante, espectacular, dramático,"
4521,"heroico, grandioso, expansivo,"
4522,formidable
4523,"orgulloso, majestuoso, alto, galante,"
4524,"espléndido, magnífico, glorioso, brillante,"
4525,Grandioso
4526,alucinante
4527,señal
4528,trueno
4529,Poco impresionante
4530,poco imponente
4531,notable
4532,"perceptible, detectable,"
4533,"observable, evidente, discernible,"
4534,"pronunciado, marcado,"
4535,anotado
4536,imperceptible
4537,"indistinguible, insignificante,"
4538,mejorado
4539,Firme
4540,"suciedad, sin clasificar,"
4541,rascar
4542,"<ph id=""mtc_1"" equiv-text=""base64:Jmx0O2kgY2xhc3M9ImZhIGZhLWZ3IGZhLWNsb2NrLW8iLyZndDs=""/> No aclarado"
4543,Firme
4544,"despedida,"
4545,inclinado
4546,"tendiendo, dispuesto, dado, dispuesto, apto,"
4547,"parcial, aficionado,"
4548,prono
4549,propenso a los accidentes
4550,"poco inclinado,"
4551,asustado
4552,renuente
4553,designar
4554,elegir
4555,"sucediendo, siguiente, futuro,"
4556,derramando
4557,deducible
4558,"ilativo,"
4559,"inferencial, ilativo,"
4560,Inferenciales
4561,indulgente
4562,"decadente, decadente,"
4563,"deportivos, disipados, juegos de cartas, apuestas,"
4564,"voluptuosa, voluptuosa, sibarita, lujosa, exuberante, epicúrea,"
4565,"hedonista, hedónico, epicúreo,"
4566,"intemperante, pesado, duro,"
4567,demasiado indulgente
4568,cuidado del cuerpo
4569,Auto-indulgente
4570,"estricto, no indulgente,"
4571,"puritano, puritano, azul,"
4572,monacal
4573,"abnegado, abnegado, renunciante, renunciante,"
4574,"autocontrol, autodisciplinado,"
4575,"espartano, severo,"
4576,+ industrial
4577,"altamente desarrollado, desarrollado,"
4578,"industrializado, industrializado,"
4579,Sociedad posindustrial
4580,"No industrial,"
4581,"no industrializado, no industrializado,"
4582,infeccioso
4583,"transmisible, transmisible, contractable, contagioso, transmisible, atrapante,"
4584,"corrompiendo, contaminando,"
4585,No infeccioso
4586,"no transmisible, no contagioso, no transmisible,"
4587,"estigio,"
4588,"superno,"
4589,"informativo, informativo,"
4590,"consultivo, consultivo, consultivo, consultivo,"
4591,"lleno de noticias,"
4592,poco informativo
4593,sin noticias
4594,"agnóstico, agnóstico,"
4595,informados
4596,"en, au fait, au courant, al día,"
4597,"familiar, versado,"
4598,"ilustrado, educado,"
4599,"cadera a, cadera, hep,"
4600,"conocedor, sabiendo,"
4601,baño
4602,"bien leído,"
4603,desinformado
4604,Despistado
4605,"inconsciente, inconsciente, inconsciente, ignorante,"
4606,"desconocida, inocente,"
4607,sin noticias
4608,sin consejo
4609,"sin instrucción, sin iluminación, ingenua,"
4610,sin leer
4611,"ingenuo, ingenuo,"
4612,"abierto, de corazón a corazón, sincero,"
4613,Distorsión
4614,"falso, ingenioso,"
4615,"retorcido, pervertido, tergiversado, distorsionado,"
4616,Infrapoblación
4617,deshabitado
4618,"desierta, abandonada, abandonada,"
4619,Despoblada.
4620,"desocupado, desocupado,"
4621,"despoblado, despoblado,"
4622,incierto
4623,"transmitida, transmisible, hereditaria, hereditaria, genética, familiar,"
4624,hereditario
4625,"no heredable, no heredable,"
4626,"intransmisible, no hereditario,"
4627,nutritivo
4628,"reprimido, reprimido,"
4629,desinhibido
4630,abandonada
4631,tierra
4632,"no reprimido,"
4633,inyectables&#x0D;
4634,Inyectable
4635,lesionado
4636,"marcado por la batalla,"
4637,"lívido, negro y azul,"
4638,"Destripar,,,,,,,,"
4639,"herido, herido,"
4640,"desgarrado, destrozado, lacerado, lacerado,"
4641,raw
4642,indemne
4643,sin cortar
4644,"entero, ileso, ileso, ileso,"
4645,ileso
4646,"inocente, inocente, limpio,"
4647,"reivindicado, exonerado, exculpado, aclarado, claro, absuelto,"
4648,"no culpable, absuelto,"
4649,"intachable, irreprochable, inculpable, inocente,"
4650,culpable
4651,"en falta,"
4652,"culpable, censurable, culpable, culpable, culpable, culpable,"
4653,"culpable de derramamiento de sangre,"
4654,"procesable, imputable,"
4655,"enamorado de la conciencia,"
4656,- De carácter penal
4657,delincuente
4658,"multable, multable,"
4659,"lleno de culpa,"
4660,Pena
4661,guarrramazos.
4662,inspirador
4663,"exaltando, ennobleciendo,"
4664,SOSA
4665,"elucidativo, clarificador,"
4666,"ilustrativo, demostrativo,"
4667,"didáctico, didáctico,"
4668,Doctrinarismo
4669,"educativo,"
4670,"educativo,"
4671,ostensivo
4672,Sermón
4673,"poco instructivo,"
4674,"esclarecedor, edificante,"
4675,"poco esclarecedor, poco edificante,"
4676,"informativo, esclarecedor, esclarecedor,"
4677,"poco iluminante, nada esclarecedor,"
4678,"en cuarentena, aislado,"
4679,"no integrado, no integrado,"
4680,sin mezclar
4681,"sin homogeneizar, sin homogeneizar,"
4682,calculado (interés)
4683,conglomerado de empresas
4684,sin combinar
4685,"sin mezclar, sin mezclar,"
4686,Integradora
4687,"desintegrativo,"
4688,"descomposición,"
4689,intelectual
4690,"culto, culto,"
4691,racional
4692,reflexivo
4693,"serio, bueno,"
4694,"sofisticado,"
4695,no intelectual
4696,"filisteo, antiintelectual,"
4697,"inculto, vulgar, vulgar,"
4698,tonto
4699,"inteligente,"
4700,"ágil, ágil,"
4701,"inteligente, apto,"
4702,"inteligente como un látigo, brillante, inteligente,"
4703,"inteligente, brillante,"
4704,"natural, innato, nacido,"
4705,"prensil,"
4706,"brillante,"
4707,"mordaz, buscando,"
4708,"poco inteligente, estúpido,"
4709,"sin cabeza, sin cerebro,"
4710,inteligible
4711,*ininteligible*
4712,"ingenioso, consciente,"
4713,"sabiendo, intencional,"
4714,"bien intencionado, bien intencionado, bien intencionado,"
4715,Unintended
4716,"inadvertido, accidental,"
4717,"sin causa, fortuita, sin causa,"
4718,"involuntario, no planificado, involuntario,"
4719,"no dibujado,"
4720,"intensificando,"
4721,"exasperante, exacerbante, agravante,"
4722,"espesamiento, profundización,"
4723,aumento
4724,moderador
4725,"paliativo, mitigante, mitigante, lenitivo, paliativo, paliativo,"
4726,"anodino, analgésico, analgésico,"
4727,debilitación
4728,"interespecífico, interespecies,"
4729,interesado
4730,indiferente
4731,"indiferente, apático,"
4732,"aburrido, indiferente,"
4733,Despreciable
4734,"embotado, entumecido,"
4735,interesante
4736,"fascinante, apasionante, fascinante, absorbente,"
4737,entretenido
4738,"divertido, divertido, divertido,"
4739,Intrigante
4740,de interés periodístico
4741,poco interesante
4742,"cansado, aburrido, tedioso, lento, fastidioso, aburrido, aburrido, amortiguador, aburrido,"
4743,"ajetreado, insípido,"
4744,"soporífero, soporífero, narcótico,"
4745,"prosy, prosaico, peatonal, terrestre,"
4746,deficiencia/izquierda
4747,humillable
4748,"intrínseco, intrínseco,"
4749,"íntimo, interno, interno,"
4750,"extrínsecos,"
4751,adventicio
4752,extranjero
4753,Extraño
4754,"introvertido, introversivo,"
4755,"extroversivo, extraversivo,"
4756,"extrovertido, extrovertido, extrovertido, extravertido, extravertido, extravertido,"
4757,"extrovertido,"
4758,ambiversivo
4759,Intrusivo
4760,"invasión, invasión, invasión,"
4761,"entrometido, entrometido, entrometido, entrometido, ocupado,"
4762,"no intrusivo, no intrusivo,"
4763,"sedimentario, acuoso,"
4764,invasivo
4765,"de crecimiento fuerte, de crecimiento rápido, agresivo,"
4766,No invasivo
4767,Vigorizante
4768,"animando, animando,"
4769,"tónico, refrescante, refrescante, fresco, enérgico, tonificante,"
4770,"estimulante, estimulante,"
4771,"vitalizante, vivificante,"
4772,"revitalizante, revitalizante, reconstituyente, renovador,"
4773,debilitante
4774,"debilitante, debilitante, enervante, debilitante,"
4775,"agotador, agotador,"
4776,atractivo
4777,invitador
4778,"tentadora, tentadora, tentadora,"
4779,"tentadora, tentadora,"
4780,"no atractivo,"
4781,"poco tentador, poco atractivo,"
4782,prensado
4783,"alisado, alisado,"
4784,"arrugado, sin planchar,"
4785,"planchado permanente, secado por goteo,"
4786,áspero
4787,"sin presionar,"
4788,"sin suavizar,"
4789,"sin arrugas, sin arrugas,"
4790,anisótropo
4791,contento
4792,alegre
4793,ເສົ້າໃຈ
4794,Dulcamara Amarga
4795,"lúgubre, triste,"
4796,apenado
4797,"melancólico, melancólico,"
4798,"melancólico, pensativo,"
4799,"trágico, trágico,"
4800,"tragicómico, tragicómico,"
4801,alegre
4802,"beatífico,"
4803,deleitado
4804,afligido
4805,"torturado, atormentado, angustiado,"
4806,"Dolor, duelo, duelo, desconsolado, despojado, desconsolado,"
4807,amarga
4808,"desconsolado, desconsolado, desconsolado,"
4809,"lloroso, lloroso, lagrimeo, doloroso, doloroso,"
4810,"elegíaco,"
4811,"desgarrador, desgarrador, doloroso,"
4812,"lamento, lamento, lamento,"
4813,lúgubre
4814,"quejumbroso, triste,"
4815,ເສົ້າໃຈ
4816,"lamentable, lamentable,"
4817,gozoso
4818,"rapsódico, extasiado, extasiado, extasiado, extasiado,"
4819,"jubiloso, alegre, alegre, eufórico,"
4820,"alegre, gay, festivo, festal,"
4821,"alegre, alegre, jovial, jovial, jocund, gay,"
4822,triste
4823,"sepulcral, fúnebre,"
4824,melancólico
4825,"serio,"
4826,jugosa
4827,"suculento, exuberante,"
4828,Sappy
4829,sin jugo
4830,"sin savia,"
4831,sólo
4832,consciente
4833,"conocer, encajar,"
4834,"reivindicativo, retributivo, retributivo,"
4835,justo
4836,injusto
4837,Accionable
4838,internacionalmente ilícito
4839,"merecido, merecido,"
4840,"condigno,"
4841,inmerecido
4842,inmerecido
4843,"enchavetado,"
4844,"sin claves,"
4845,"tipo,"
4846,"amable, benigno,"
4847,"benigno,"
4848,"simpático, de corazón abierto, de gran corazón, bondadoso, de buen corazón, caritativo, benevolente,"
4849,apacible
4850,"bondadoso, bondadoso,"
4851,duro
4852,"punzante, afilado, cortante,"
4853,"áspero, áspero,"
4854,Hiriente
4855,"antipático, cruel,"
4856,"cognoscible, cognoscible, cognoscible, cognoscible,"
4857,Agnosticismo
4858,trascendente
4859,"conocido,"
4860,"más conocido,"
4861,Más conocido como
4862,"renombrado, destacado, notable, ilustre, de gran fama, famoso, famoso, celebrado,"
4863,legendario
4864,conocido
4865,desconocido
4866,"sin cartografiar, sin cartografiar, sin cartografía,"
4867,Poco conocido.
4868,"desconocido, desconocido,"
4869,"sin diagnosticar,"
4870,"inexplorado, desconocido,"
4871,Unheard de.
4872,No identificadas
4873,comprenderse.
4874,"comprendido, aprehendido, apreciado,"
4875,"tomado, interpretado,"
4876,entendido
4877,las cosas.
4878,"incomprendido,"
4879,no digerido
4880,desapegado
4881,"etiquetado, etiquetado, etiquetado,"
4882,"sin etiquetar, sin etiquetar, sin etiquetar,"
4883,lamentado
4884,"sin llorar, sin lamentar,"
4885,"marinero, marinero, marinero,"
4886,"unlaurelt, unlaureled,"
4887,"bastante grande,"
4888,"más grande, más grande,"
4889,"hinchado, bouffant,"
4890,"estupendo, prodigioso, colosal,"
4891,"jumbo, gigante, gigantesco, elefantino,"
4892,"más grande que la vida, heroico, épico,"
4893,TOTAL GENERAL
4894,"vasto, inmenso, enorme, brobdingnagian,"
4895,"descomunal, descomunal,"
4896,boca grande
4897,montañoso
4898,"de gran tamaño, de gran tamaño, de gran tamaño, de gran tamaño,"
4899,"demasiado grande, demasiado grande,"
4900,"tamaño queen, tamaño queen,"
4901,alza
4902,"pequeño poco,"
4903,Rent.
4904,"como elfo, elfo,"
4905,gnomo
4906,Mitad del tamaño
4907,más pequeño
4908,micro
4909,"camaronero, runty, insignificante,"
4910,"Delgado fino,"
4911,"más pequeño, más pequeño,"
4912,"de tamaño insuficiente, de tamaño insuficiente,"
4913,más grande
4914,más pequeño
4915,legal
4916,"observador, respetuoso de la ley,"
4917,"ilegal, ilícito, ilegítimo"
4918,"fuera de la ley, sin ley,"
4919,"abierto de par en par, sin ley,"
4920,internacionalmente ilícito
4921,"sin plomo, sin plomo,"
4922,"sin plomo, sin plomo,"
4923,"con corrientes de aire, con corrientes de aire,"
4924,Apretado
4925,"hermético al gas, al aire, al aire,"
4926,"Prueba de fugas,"
4927,"impermeable, impermeable, a prueba de lluvia,"
4928,cómodo
4929,máquina estanca a la inmersión
4930,calafateado
4931,Con burletes
4932,sin calafatear
4933,Por orden de los tribunales
4934,"\""reglamentario, reglamento\"""
4935,"amerciable,"
4936,"criminal, criminal"
4937,"malversados, malversados,"
4938,extrajudicial
4939,"no legal, extralegal,"
4940,Popular
4941,"ilegal, proscrito, proscrito, ilícito, ilegítimo,"
4942,"mal etiquetado, mal etiquetado,"
4943,"no ratificado,"
4944,"legible, descifrable, claro,"
4945,"ilegible, indescifrable, poco claro, indescifrable,"
4946,descifrado
4947,indescifrado
4948,"naturales,"
4949,legitimo
4950,"legalmente engendrado,"
4951,"morganatic, zurdo,"
4952,"verdadero, legítimo, lícito,"
4953,ilegítimo
4954,"adulterino,"
4955,bastardo
4956,"espurio, mal engendrado, mal engendrado, bastardo,"
4957,Familia monoparental
4958,sentido trigonométrico
4959,"ilícito, ilícito,"
4960,"leptorrhinic, leptorrhinic, leptorrhine, leptorhine,"
4961,"similar, como,"
4962,"de ideas afines,"
4963,"tal,"
4964,"diferente, diferente, diferente,"
4965,"similar, igual, igual"
4966,"diferente, diferente"
4967,"igual que,"
4968,a diferencia de
4969,probable
4970,"responsable, apto,"
4971,diagnóstico probable
4972,-E incompetente.
4973,"inverosímil, descabellado,"
4974,último
4975,"probable, probable,"
4976,"equiprobable,"
4977,Presuntivo
4978,Verosimilitud
4979,"improbable, improbable,"
4980,supuesto
4981,extremidades
4982,miembros gruesos
4983,extremidades afiladas
4984,"pequeña, pequeña, de bolsillo, de bolsillo, modesta, menor,"
4985,estrecho
4986,"ilimitado, ilimitado,"
4987,sin fondo
4988,oceánico
4989,"sin trabas, sin trabas,"
4990,bilineal
4991,no lineal
4992,lineal
4993,Sin forro
4994,no cotizado en bolsa
4995,"ex-directorio,"
4996,extrabursátiles (OTC)
4997,"explícito, denotativo,"
4998,analógico
4999,extendido
5000,poético
5001,tropical
5002,instruido
5003,literario
5004,Analfabetos
5005,Analfabetos
5006,Analfabetos funcionales
5007,prealfabetizado
5008,"semianalfabeto,"
5009,"semianalfabeto,"
5010,"habitable, habitable,"
5011,"habitable, habitable,"
5012,"Invivible, Invivible,"
5013,Recinto no
5014,librea
5015,"sin entregar,"
5016,"sin detonar, sin descargar,"
5017,vacío
5018,vacío
5019,mina sin estallar
5020,epidemia
5021,"plaga, pestilente, pestilente, pestífero,"
5022,"endémica, endémica,"
5023,"enzoótico,"
5024,guante
5025,guantelete
5026,sin guantes
5027,sombrero
5028,turbante
5029,sin sombrero
5030,No tripulado:
5031,con patas
5032,leglike
5033,Sapo de tres patas
5034,sin piernas
5035,lógica
5036,"discursivo, dianoético,"
5037,formal
5038,razonamiento
5039,"ilógico, ilógico,"
5040,absurdo
5041,intrascendente
5042,"visceral, no racional, intuitivo,"
5043,"extendido, extendido,"
5044,no extendido
5045,lossy
5046,lossless
5047,"extensible, extensible,"
5048,de largo alcance
5049,"hocico largo,"
5050,curtal
5051,a corta distancia
5052,"hocico corto,"
5053,"ocho días,"
5054,"interminable, eterno, sin fin,"
5055,de larga data
5056,De larga duración
5057,perenne
5058,que requiere tiempo largo
5059,"momentáneo, momentáneo, fugitivo, fugaz,"
5060,obligación con reembolso próximo
5061,breve
5062,tapado
5063,sin tapa
5064,"ahogado,"
5065,"muy ajustado, ajustado, ajustado, ajustado, delgado,"
5066,Limitado
5067,sin restricciones
5068,abierto
5069,"perdidos,"
5070,No.
5071,faltan
5072,"desperdiciado, desperdiciado,"
5073,dispersión
5074,"extravío,"
5075,"perdidos,"
5076,"inconverso, irredento, condenado, condenado, maldito,"
5077,"arruinado, destruido,"
5078,guardado
5079,bendito
5080,"rescatado, reclamado,"
5081,"redimido, rescatado,"
5082,"rescatable,"
5083,"perdidos,"
5084,won sudcorano
5085,alto
5086,"sexo,"
5087,"a todo volumen, a todo volumen,"
5088,Clarión
5089,"trueno, atronador, ensordecedor, ensordecedor,"
5090,en voz alta
5091,"gritó, gritó,"
5092,vocal
5093,"blando,"
5094,"suavizado, silenciado, amortiguado, embotado,"
5095,"eufónico,"
5096,apacible
5097,"sometido, silencioso, silenciado, silencioso,"
5098,"susurrando, susurrante, murmurando,"
5099,"susurrante, susurrando, susurrando, murmurando,"
5100,De tono suave
5101,"retumbando, refunfuñando,"
5102,"plañidero,"
5103,rico
5104,"redondo, redondo, en forma de pera, orotund,"
5105,"sonoro, pesado,"
5106,delgado
5107,color pálido
5108,"adorable, adorable,"
5109,"encantador, entrañable, adorable,"
5110,"dulce, seráfico, querubín, angelical, angelical,"
5111,"tierno, tierno,"
5112,mezquino
5113,"odioso, execrable, detestable, abominable,"
5114,"no amable,"
5115,le gustó
5116,"simpático, simpático,"
5117,No gustó
5118,desagradable
5119,"desagradable, desagradable,"
5120,amó
5121,admirado
5122,"adorado, idolatrado, idolatrado, adorado,"
5123,"querido, querido, amado,"
5124,"canoso, rubio, de ojos azules,"
5125,"querido, atesorado, precioso, querido,"
5126,"preferido, preferente, mascota, favorito, favorito, favorecido, más amado,"
5127,Unloved
5128,"alejado, alienado,"
5129,"amado, desolado, despojado,"
5130,"despreciado, odiado, aborrecido, despreciado,"
5131,desheredado
5132,"rechazado, rechazado, abandonado,"
5133,sin amor
5134,"¡Viva,"
5135,"cariñoso, cariñoso, adorando,"
5136,"cálido, tierno, cariñoso, cariñoso, cariñoso,"
5137,"amoroso, amativo,"
5138,"romántico, amoroso, amatorio,"
5139,"encantado, cautivado,"
5140,"tomado con, suave, enamorado, orinal, encaprichado, enamorado, enamorado,"
5141,idólatra
5142,adorablemente amante
5143,cariñoso
5144,"compasivo,"
5145,"sensiblero,"
5146,"gurrumino,"
5147,desamor
5148,"frígido, frío,"
5149,sin amor
5150,"indiferente, despreocupado, desapegado,"
5151,poco romántico
5152,afortunado
5153,Efecto apotropaico
5154,Popular
5155,Serendipia
5156,"desafortunado, desafortunado,"
5157,"hechizado, hechizado,"
5158,dramático
5159,Deshecho
5160,atraíble
5161,"antimagnético,"
5162,magnético
5163,Magnetismo
5164,importante
5165,leve
5166,leve
5167,importante
5168,"menor de edad, no mayor, menor,"
5169,importante
5170,"estelar, protagonizada por, estrella, prima, líder,"
5171,leve
5172,"maní, insignificante,"
5173,Secundario
5174,importante
5175,leve
5176,majuscular
5177,manejable
5178,"administrable,"
5179,"gobernable, controlable,"
5180,Director
5181,"dirigible, dirigible,"
5182,"inmanejable, difícil,"
5183,"rebelde, ingobernable, incontrolable, indocile,"
5184,"incontrolable,"
5185,"varonil, varonil, varonil,"
5186,De tamaño humano
5187,"poco varonil, no varonil, no varonil,"
5188,"sissyish, sissy, sissified, epicene, emasculate, afeminado, cissy,"
5189,femenino
5190,"estaminado, anteral,"
5191,"priápico, fálico,"
5192,"joven engendrando,"
5193,"reproductores jóvenes, productores de huevos,"
5194,"epiceno, bisexual,"
5195,unisex
5196,"no tripulado, teledirigido,"
5197,sin piloto
5198,"con estrella, asterisco,"
5199,prohibido
5200,Cicatriz en la piel
5201,enmascarado
5202,"no notificado,"
5203,"sin estrellas, sin asterisco,"
5204,De marca
5205,Sin marca
5206,Anillamiento de aves
5207,No casado/soltero
5208,divorciado/a
5209,"solteros, solteros,"
5210,acoplado
5211,Pareado
5212,masculino
5213,"macho, butch,"
5214,femenino
5215,"doncella, doncella,"
5216,"poco femenino,"
5217,"tomboyish, hoydenish,"
5218,varonil
5219,poco femenino
5220,emparejados
5221,"emparejamiento, coordinado, coordinado,"
5222,"emparejado, emparejado,"
5223,No coincide
5224,"inadecuado, desajustado, incompatible, mal clasificado,"
5225,Cruciales.
5226,inmaterial
5227,Establecido
5228,"eflorescente, en flor,"
5229,Fructificación
5230,"maduro, en toda regla,"
5231,"marchito,"
5232,primer meridiano
5233,inmaduro
5234,Larva
5235,"prepúberes, prepúberes,"
5236,prepupal
5237,pubescente
5238,Subdesarrollo
5239,"suavizado, suave,"
5240,maduro
5241,inmaduro
5242,"pueril, juvenil, jejune, adolescente,"
5243,canguro
5244,"infantil, infantil,"
5245,"maduro, maduro,"
5246,"madurado, envejecido,"
5247,"suavizado, suave,"
5248,"demasiado maduro,"
5249,"inmaduro, inmaduro, inmaduro, verde,"
5250,sin edad
5251,inoportuno
5252,condimentado
5253,sin condimentar
5254,no vulcanizado
5255,"máximo, máximo,"
5256,supremo
5257,"marginal, limítrofe,"
5258,insignificante
5259,"desnudo, desnudo,"
5260,clínicamente
5261,"significativo, embarazada, significado,"
5262,"sin sentido, sin sentido,"
5263,"vacío, hueco, vacío,"
5264,insignificantes
5265,tonto
5266,"sin sentido, sin sentido,"
5267,"inconmensurable, inconmensurable, inconmensurable, inconmensurable,"
5268,abismal
5269,"inconmensurable, ilimitado, ilimitado,"
5270,sin carne
5271,"como un robot, robótico, como una máquina, como un autómata, automático,"
5272,Mecanicismo
5273,"no mecánico,"
5274,no mecanico
5275,"sin mecanizar, sin mecanizar,"
5276,"musical, melodioso, melódico,"
5277,"dulce, meloso, melifluo, meloso, dulce,"
5278,lírico
5279,"no musical, melodioso, melódico,"
5280,"melodioso, melodioso,"
5281,"desafinado, sin melodía, sin tono,"
5282,sin minas
5283,Cantado
5284,líquido
5285,cantable
5286,"no musical, no musical,"
5287,musical
5288,Filarmónico
5289,"no musical, no musical,"
5290,Fusión
5291,Descongelada
5292,sin fundir
5293,"congelado,"
5294,misericordioso
5295,"despiadado, despiadado,"
5296,"feroz, asesino, sin intestino,"
5297,Estadísticas de Mortalidad
5298,"despiadado, despiadado, despiadado, despiadado,"
5299,"feroz,"
5300,"metabólico, metabólico,"
5301,"metabólico, metabólico,"
5302,leve
5303,"suave, gentil,"
5304,"apacible,"
5305,"templado, moderado,"
5306,intenso
5307,"agravado, con agravantes"
5308,"grande, malo,"
5309,"sangre y tripas,"
5310,"implacable, brutal,"
5311,frío
5312,se concentra
5313,"abrumador, consumidor,"
5314,"profundo,"
5315,"agudo, exquisito,"
5316,"supremo, supremo, extremo,"
5317,"violento, vehemente, gatillo feliz, lagrimeo, feroz,"
5318,continuaban.
5319,intensivas
5320,principal
5321,con profundidad
5322,Furia
5323,Gritar
5324,"malvado, terrible, severo,"
5325,inteligente
5326,fuerte
5327,terrorífico
5328,"grueso, profundo,"
5329,sin frenos.
5330,"interesado, preocupado,"
5331,involucrados
5332,"hasta tu cuello, hasta sus cuellos, hasta nuestros cuellos, hasta mi cuello, hasta su cuello, hasta su cuello, hasta el cuello,"
5333,no afectado
5334,indiferente
5335,civil
5336,"guerrero, soldado, soldado, marcial,"
5337,"no militar, no militar,"
5338,"sin soldados,"
5339,Mitigado
5340,"aliviado, aliviado, aliviado,"
5341,Menos
5342,no mitigado
